산업분류코드,행정구역,산업분류명,총사업체수,총종사자수,남자종사자수,여자종사자수,개인사업체수,개인종사자수,회사법인사업체수,회사법인종사자수,회사법인외사업체수,회사법인외종사자수,비법인단체사업체수,비법인단체종사자수,단독사업체사업체수,단독사업체종사자수,공장지사사업체수,공장지사종사자수,공장본점사업체수,공장본점종사자수,사업체수1_4,종사자수1_4,사업체수5_9,종사자수5_9,사업체수10_19,종사자수10_19,사업체수20_49,종사자수20_49,사업체수50_99,종사자수50_99,사업체수100_299,종사자수100_299,사업체수300_499,종사자수300_499,사업체수500_999,종사자수500_999,사업체수1000이상,종사자수100이상,자영업자종사자수,무급가족종사자수,상용근로자수,임시일용근로자수,기타종사자수,대표자남자사업체수,대표자남자종사자수,대표자여자사업체수,대표자여자종사자수,대표자사업체수20세미만,대표자종사자수20세미만,대표자사업체수20_29세,대표자종사자수20세_29세,대표자사업체수30_39세,대표자종사자수30세_39세,대표자사업체수40_49세,대표자종사자수40세_49세,대표자사업체수50_59세,대표자종사자수50세_59세,대표자사업체수60세이상,대표자종사자수60세이상
0000000C172,전국,"골판지, 종이 상자 및 종이 용기 제조업",5260,43329,32541,10788,3278,13163,1917,28462,64,1703,1,X,4875,32591,232,6036,153,4702,2911,5720,1166,7584,675,8878,413,11981,68,4793,26,4032,1,X,0,0,0,0,3383,238,37340,2231,137,3997,36366,1263,6963,1,X,99,275,410,2263,1034,8355,1901,16032,1815,16401
0000000C1721,전국,골판지 및 골판지 가공제품 제조업,2765,24497,19866,4631,1687,6971,1065,17190,13,336,0,0,2558,17511,122,3906,85,3080,1427,2865,683,4474,376,4930,219,6227,40,2838,20,3163,0,0,0,0,0,0,1741,131,21894,711,20,2176,20913,589,3584,0,0,32,73,187,1197,486,4816,991,8593,1069,9818
0000000C17211,전국,골판지 제조업,508,4085,3321,764,329,957,177,3075,2,X,0,0,465,2400,32,1261,11,424,346,584,99,652,29,373,15,413,11,904,8,1159,0,0,0,0,0,0,339,21,3540,185,0,381,3626,127,459,0,0,11,25,47,306,90,1073,189,1298,171,1383
0000000C17212,전국,골판지 상자 및 가공제품 제조업,2257,20412,16545,3867,1358,6014,888,14115,11,283,0,0,2093,15111,90,2645,74,2656,1081,2281,584,3822,347,4557,204,5814,29,1934,12,2004,0,0,0,0,0,0,1402,110,18354,526,20,1795,17287,462,3125,0,0,21,48,140,891,396,3743,802,7295,898,8435
0000000C1722,전국,"종이 포대, 판지 상자 및 종이 용기 제조업",2495,18832,12675,6157,1591,6192,852,11272,51,1367,1,X,2317,15080,110,2130,68,1622,1484,2855,483,3110,299,3948,194,5754,28,1955,6,869,1,X,0,0,0,0,1642,107,15446,1520,117,1821,15453,674,3379,1,X,67,202,223,1066,548,3539,910,7439,746,6583
0000000C17221,전국,종이 포대 및 가방 제조업,482,4202,2300,1902,292,1071,144,1878,46,1253,0,0,431,3247,37,770,14,185,298,592,76,500,48,644,51,1502,7,432,1,X,1,X,0,0,0,0,299,21,2950,912,20,329,3197,153,1005,0,0,11,24,45,169,109,696,175,1851,142,1462
0000000C17222,전국,판지 상자 및 용기 제조업,861,5686,4087,1599,577,2145,284,3541,0,0,0,0,819,4935,24,401,18,350,544,1049,164,1026,92,1219,51,1551,8,617,2,X,0,0,0,0,0,0,600,42,4801,241,2,653,4811,208,875,1,X,31,123,79,401,169,972,314,2048,267,2139
0000000C17223,전국,식품 위생용 종이 상자 및 용기 제조업,234,2916,2054,862,105,490,127,2387,2,X,0,0,208,2013,16,466,10,437,103,182,56,354,28,397,36,1053,9,674,2,X,0,0,0,0,0,0,109,3,2659,81,64,178,2589,56,327,0,0,6,12,15,150,56,735,81,1034,76,985
0000000C17229,전국,기타 종이 상자 및 용기 제조업,918,6028,4234,1794,617,2486,297,3466,3,75,1,X,859,4885,33,493,26,650,539,1032,187,1230,131,1688,56,1648,4,232,1,X,0,0,0,0,0,0,634,41,5036,286,31,661,4856,257,1172,0,0,19,43,84,346,214,1136,340,2506,261,1997
0000000C179,전국,기타 종이 및 판지 제품 제조업,2968,23506,15477,8029,1841,5307,1029,15831,98,2368,0,0,2664,14456,185,5203,119,3847,1916,3354,476,3106,297,3932,212,6302,46,3188,19,2894,2,X,0,0,0,0,1896,101,20463,971,75,2000,19153,968,4353,2,X,172,295,384,1278,647,4820,1011,10119,752,6992
0000000C1790,전국,기타 종이 및 판지 제품 제조업,2968,23506,15477,8029,1841,5307,1029,15831,98,2368,0,0,2664,14456,185,5203,119,3847,1916,3354,476,3106,297,3932,212,6302,46,3188,19,2894,2,X,0,0,0,0,1896,101,20463,971,75,2000,19153,968,4353,2,X,172,295,384,1278,647,4820,1011,10119,752,6992
0000000C17901,전국,문구용 종이제품 제조업,1053,6252,3799,2453,736,1938,267,2913,50,1401,0,0,952,4083,67,1451,34,718,733,1251,160,1044,87,1152,61,1746,10,733,2,X,0,0,0,0,0,0,756,29,4911,495,61,692,4897,361,1355,0,0,63,101,147,391,214,1221,353,2818,276,1721
0000000C17902,전국,위생용 종이제품 제조업,656,8332,5740,2592,285,1113,333,6412,38,807,0,0,536,4216,75,2527,45,1589,320,626,132,860,102,1370,74,2283,18,1146,8,1317,2,X,0,0,0,0,296,27,7735,270,4,495,6940,161,1392,0,0,8,49,54,407,157,1894,253,3658,184,2324
0000000C17903,전국,벽지 및 장판지 제조업,83,1050,812,238,36,100,46,949,1,X,0,0,70,578,4,93,9,379,47,90,15,97,6,84,9,312,5,362,1,X,0,0,0,0,0,0,37,3,996,14,0,70,996,13,54,0,0,2,X,6,17,19,270,31,260,25,501
0000000C17909,전국,그 외 기타 종이 및 판지 제품 제조업,1176,7872,5126,2746,784,2156,383,5557,9,159,0,0,1106,5579,39,1132,31,1161,816,1387,169,1105,102,1326,68,1961,13,947,8,1146,0,0,0,0,0,0,807,42,6821,192,10,743,6320,433,1552,2,X,99,143,177,463,257,1435,374,3383,267,2446
0000000C18,전국,인쇄 및 기록매체 복제업,19787,68132,46160,21972,16781,39675,2891,27198,114,1256,1,X,19259,58683,301,4902,227,4547,16208,26316,2311,14358,833,10781,363,10272,52,3517,20,2888,0,0,0,0,0,0,17151,1070,47269,2483,159,15000,53932,4787,14200,1,X,233,517,1157,3429,4071,13101,8239,28130,6086,22954
0000000C181,전국,인쇄 및 인쇄관련 산업,19574,67536,45795,21741,16647,39489,2813,26791,113,1253,1,X,19053,58219,298,4872,223,4445,16018,26043,2297,14267,829,10732,359,10176,51,3430,20,2888,0,0,0,0,0,0,17016,1065,46831,2466,158,14835,53417,4739,14119,1,X,228,512,1134,3404,3993,12834,8170,27930,6048,22855
0000000C1811,전국,인쇄업,15928,52601,35521,17080,13568,30659,2267,20934,92,1005,1,X,15518,45305,237,3929,173,3367,13197,21209,1805,11181,614,8015,256,7242,40,2629,16,2325,0,0,0,0,0,0,13864,863,35934,1852,88,12064,41647,3864,10954,1,X,186,381,918,2617,3240,10105,6680,22215,4903,17282
0000000C18111,전국,경 인쇄업,6360,14628,9354,5274,5740,10492,576,3668,43,465,1,X,6246,13103,73,953,41,572,5744,8679,451,2747,112,1442,47,1315,5,335,1,X,0,0,0,0,0,0,5849,459,7813,478,29,4625,10807,1735,3821,0,0,77,131,389,819,1365,3065,2569,6278,1960,4335
0000000C18112,전국,스크린 인쇄업,3556,10952,6782,4170,3129,7686,416,3196,11,70,0,0,3503,10424,30,307,23,221,2897,4812,479,2987,132,1734,45,1233,3,186,0,0,0,0,0,0,0,0,3205,192,6993,543,19,2723,8462,833,2490,0,0,44,117,198,590,713,2233,1596,4914,1005,3098
0000000C18113,전국,오프셋 인쇄업,3394,16914,12445,4469,2629,7478,738,9107,27,329,0,0,3238,13158,83,1834,73,1922,2515,4278,505,3133,226,3022,111,3134,25,1645,12,1702,0,0,0,0,0,0,2690,103,13578,532,11,2736,14091,658,2823,1,X,22,41,137,793,552,2687,1469,6842,1213,6550
0000000C18119,전국,기타 인쇄업,2618,10107,6940,3167,2070,5003,537,4963,11,141,0,0,2531,8620,51,835,36,652,2041,3440,370,2314,144,1817,53,1560,7,463,3,513,0,0,0,0,0,0,2120,109,7550,299,29,1980,8287,638,1820,0,0,43,92,194,415,610,2120,1046,4181,725,3299
0000000C1812,전국,인쇄관련 산업,3646,14935,10274,4661,3079,8830,546,5857,21,248,0,0,3535,12914,61,943,50,1078,2821,4834,492,3086,215,2717,103,2934,11,801,4,563,0,0,0,0,0,0,3152,202,10897,614,70,2771,11770,875,3165,0,0,42,131,216,787,753,2729,1490,5715,1145,5573
0000000C18121,전국,제판 및 조판업,998,5133,3569,1564,784,2181,206,2854,8,98,0,0,945,3892,25,506,28,735,729,1251,137,877,82,1048,42,1283,6,426,2,X,0,0,0,0,0,0,796,40,4140,148,9,785,4226,213,907,0,0,6,18,50,255,203,845,417,1806,322,2209
0000000C18122,전국,제책업,1384,6032,4061,1971,1170,4036,205,1878,9,118,0,0,1345,5498,24,271,15,263,1032,1854,219,1351,79,1011,49,1354,4,300,1,X,0,0,0,0,0,0,1204,94,4417,300,17,999,4493,385,1539,0,0,24,89,106,341,307,1146,542,2275,405,2181
0000000C18129,전국,기타 인쇄관련 산업,1264,3770,2644,1126,1125,2613,135,1125,4,32,0,0,1245,3524,12,166,7,80,1060,1729,136,858,54,658,12,297,1,X,1,X,0,0,0,0,0,0,1152,68,2340,166,44,987,3051,277,719,0,0,12,24,60,191,243,738,531,1634,418,1183
0000000C182,전국,기록매체 복제업,213,596,365,231,134,186,78,407,1,X,0,0,206,464,3,30,4,102,190,273,14,91,4,49,4,96,1,X,0,0,0,0,0,0,0,0,135,5,438,17,1,165,515,48,81,0,0,5,5,23,25,78,267,69,200,38,99
0000000C1820,전국,기록매체 복제업,213,596,365,231,134,186,78,407,1,X,0,0,206,464,3,30,4,102,190,273,14,91,4,49,4,96,1,X,0,0,0,0,0,0,0,0,135,5,438,17,1,165,515,48,81,0,0,5,5,23,25,78,267,69,200,38,99
0000000C18200,전국,기록매체 복제업,213,596,365,231,134,186,78,407,1,X,0,0,206,464,3,30,4,102,190,273,14,91,4,49,4,96,1,X,0,0,0,0,0,0,0,0,135,5,438,17,1,165,515,48,81,0,0,5,5,23,25,78,267,69,200,38,99
0000000C19,전국,"코크스, 연탄 및 석유정제품 제조업",402,13196,12187,1009,104,413,298,12783,0,0,0,0,304,3639,56,7189,42,2368,169,365,86,582,80,1089,45,1248,12,795,4,564,0,0,2,X,4,7251,109,7,12968,110,2,351,12855,51,341,0,0,1,X,16,69,83,2907,165,8514,137,1703
0000000C191,전국,코크스 및 연탄 제조업,67,697,588,109,24,153,43,544,0,0,0,0,57,596,6,53,4,48,27,47,19,131,16,208,4,129,0,0,1,X,0,0,0,0,0,0,24,2,643,26,2,59,642,8,55,0,0,0,0,1,X,14,88,18,288,34,314
0000000C1910,전국,코크스 및 연탄 제조업,67,697,588,109,24,153,43,544,0,0,0,0,57,596,6,53,4,48,27,47,19,131,16,208,4,129,0,0,1,X,0,0,0,0,0,0,24,2,643,26,2,59,642,8,55,0,0,0,0,1,X,14,88,18,288,34,314
0000000C19101,전국,코크스 및 관련제품 제조업,13,333,293,40,3,35,10,298,0,0,0,0,11,309,1,X,1,X,4,7,3,22,3,40,2,X,0,0,1,X,0,0,0,0,0,0,3,0,319,9,2,11,315,2,X,0,0,0,0,0,0,2,X,4,204,7,121
0000000C19102,전국,연탄 및 기타 석탄 가공품 제조업,54,364,295,69,21,118,33,246,0,0,0,0,46,287,5,46,3,31,23,40,16,109,13,168,2,X,0,0,0,0,0,0,0,0,0,0,21,2,324,17,0,48,327,6,37,0,0,0,0,1,X,12,80,14,84,27,193
0000000C192,전국,석유 정제품 제조업,335,12499,11599,900,80,260,255,12239,0,0,0,0,247,3043,50,7136,38,2320,142,318,67,451,64,881,41,1119,12,795,3,382,0,0,2,X,4,7251,85,5,12325,84,0,292,12213,43,286,0,0,1,X,15,62,69,2819,147,8226,103,1389
0000000C1921,전국,원유 정제처리업,30,9039,8710,329,4,10,26,9029,0,0,0,0,19,1396,9,6245,2,X,9,15,7,44,4,60,1,X,1,X,2,X,0,0,2,X,4,7251,4,0,8996,39,0,28,9036,2,X,0,0,0,0,1,X,6,2219,20,6806,3,9
0000000C19210,전국,원유 정제처리업,30,9039,8710,329,4,10,26,9029,0,0,0,0,19,1396,9,6245,2,X,9,15,7,44,4,60,1,X,1,X,2,X,0,0,2,X,4,7251,4,0,8996,39,0,28,9036,2,X,0,0,0,0,1,X,6,2219,20,6806,3,9
0000000C1922,전국,석유 정제물 재처리업,305,3460,2889,571,76,250,229,3210,0,0,0,0,228,1647,41,891,36,922,133,303,60,407,60,821,40,1097,11,719,1,X,0,0,0,0,0,0,81,5,3329,45,0,264,3177,41,283,0,0,1,X,14,57,63,600,127,1420,100,1380
0000000C19221,전국,윤활유 및 그리스 제조업,202,2163,1795,368,61,191,141,1972,0,0,0,0,155,955,30,727,17,481,95,213,41,273,35,505,24,708,7,464,0,0,0,0,0,0,0,0,65,3,2067,28,0,174,1982,28,181,0,0,1,X,6,23,44,399,85,906,66,832
0000000C19229,전국,기타 석유 정제물 재처리업,103,1297,1094,203,15,59,88,1238,0,0,0,0,73,692,11,164,19,441,38,90,19,134,25,316,16,389,4,255,1,X,0,0,0,0,0,0,16,2,1262,17,0,90,1195,13,102,0,0,0,0,8,34,19,201,42,514,34,548
0000000C20,전국,화학 물질 및 화학제품 제조업; 의약품 제외,16211,191827,147112,44715,6239,18575,9642,170977,328,2273,2,X,13541,80774,1611,66579,1059,44474,9616,17888,2944,18995,1762,23318,1221,37110,370,25386,244,38522,30,11025,20,14063,4,5520,6406,295,179645,5150,331,12353,173595,3858,18232,4,4,328,919,1679,7778,3745,27289,5910,86973,4545,68864
0000000C201,전국,기초 화학물질 제조업,1525,39948,35877,4071,349,1470,1169,38452,7,26,0,0,1005,9501,348,19659,172,10788,609,1253,270,1794,275,3736,235,7489,57,3863,62,10115,8,2856,6,4473,3,4369,362,19,39118,420,29,1342,38509,183,1439,0,0,13,75,80,441,243,2915,637,23051,552,13466
0000000C2011,전국,기초 유기화학 물질 제조업,388,19116,17679,1437,119,428,262,18662,7,26,0,0,272,2218,93,12502,23,4396,206,425,45,294,38,528,36,1204,13,912,38,6470,4,1392,5,3522,3,4369,126,15,18829,143,3,334,18638,54,478,0,0,2,X,24,85,69,998,163,12204,130,5827
0000000C20111,전국,석유화학계 기초 화학 물질 제조업,43,9027,8550,477,3,5,40,9022,0,0,0,0,21,256,17,6670,5,2101,16,32,3,16,1,X,4,111,3,229,8,1386,2,X,3,2218,3,4369,3,0,8998,26,0,40,8938,3,89,0,0,0,0,2,X,1,X,27,6580,13,2440
0000000C20112,전국,천연수지 및 나무 화학 물질 제조업,118,751,538,213,64,199,48,530,6,22,0,0,107,483,8,93,3,175,86,196,16,94,10,152,5,199,0,0,1,X,0,0,0,0,0,0,66,15,632,35,3,99,668,19,83,0,0,1,X,13,29,28,89,37,402,39,230
0000000C20119,전국,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,227,9338,8591,747,52,224,174,9110,1,X,0,0,144,1479,68,5739,15,2120,104,197,26,184,27,364,27,894,10,683,29,4974,2,X,2,X,0,0,57,0,9199,82,0,195,9032,32,306,0,0,1,X,9,54,40,904,99,5222,78,3157
0000000C2012,전국,기초 무기화학 물질 제조업,800,15358,13493,1865,114,454,686,14904,0,0,0,0,473,4778,222,6108,105,4472,271,555,168,1138,167,2264,140,4425,33,2184,16,2377,4,1464,1,X,0,0,118,1,14987,226,26,722,14761,78,597,0,0,7,64,38,235,133,1360,345,8242,277,5457
0000000C20121,전국,산업용 가스 제조업,316,6546,5790,756,31,167,285,6379,0,0,0,0,146,1708,126,3389,44,1449,74,148,56,385,90,1211,77,2541,11,707,6,916,2,X,0,0,0,0,31,0,6449,50,16,294,6376,22,170,0,0,4,5,11,67,41,692,171,4528,89,1254
0000000C20129,전국,기타 기초 무기화학 물질 제조업,484,8812,7703,1109,83,287,401,8525,0,0,0,0,327,3070,96,2719,61,3023,197,407,112,753,77,1053,63,1884,22,1477,10,1461,2,X,1,X,0,0,87,1,8538,176,10,428,8385,56,427,0,0,3,59,27,168,92,668,174,3714,188,4203
0000000C2013,전국,"무기 안료, 염료, 유연제 및 기타 착색제 제조업",337,5474,4705,769,116,588,221,4886,0,0,0,0,260,2505,33,1049,44,1920,132,273,57,362,70,944,59,1860,11,767,8,1268,0,0,0,0,0,0,118,3,5302,51,0,286,5110,51,364,0,0,4,9,18,121,41,557,129,2605,145,2182
0000000C20131,전국,무기 안료용 금속 산화물 및 관련 제품 제조업,50,1056,931,125,7,16,43,1040,0,0,0,0,32,445,3,35,15,576,17,35,6,47,11,154,12,366,2,X,2,X,0,0,0,0,0,0,7,0,1036,13,0,40,925,10,131,0,0,1,X,2,X,12,155,19,454,16,441
0000000C20132,전국,"염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업",287,4418,3774,644,109,572,178,3846,0,0,0,0,228,2060,30,1014,29,1344,115,238,51,315,59,790,47,1494,9,598,6,983,0,0,0,0,0,0,111,3,4266,38,0,246,4185,41,233,0,0,3,5,16,119,29,402,110,2151,129,1741
0000000C202,전국,합성고무 및 플라스틱 물질 제조업,3488,36798,31478,5320,1767,6453,1718,30314,3,31,0,0,3083,17592,258,13919,147,5287,2003,4074,753,4805,391,5030,225,6629,63,4252,44,7009,5,1803,3,2045,1,X,1832,109,33761,1050,46,2827,33399,661,3399,0,0,47,162,297,1650,768,4979,1291,15810,1085,14197
0000000C2020,전국,합성고무 및 플라스틱 물질 제조업,3488,36798,31478,5320,1767,6453,1718,30314,3,31,0,0,3083,17592,258,13919,147,5287,2003,4074,753,4805,391,5030,225,6629,63,4252,44,7009,5,1803,3,2045,1,X,1832,109,33761,1050,46,2827,33399,661,3399,0,0,47,162,297,1650,768,4979,1291,15810,1085,14197
0000000C20201,전국,합성고무 제조업,179,1938,1548,390,96,364,83,1574,0,0,0,0,162,969,12,750,5,219,106,207,26,164,28,370,11,328,5,354,3,515,0,0,0,0,0,0,100,4,1801,33,0,140,1727,39,211,0,0,4,9,13,73,48,401,57,466,57,989
0000000C20202,전국,합성수지 및 기타 플라스틱 물질 제조업,2061,25474,22212,3262,1002,3202,1057,22242,2,X,0,0,1791,9437,178,12038,92,3999,1272,2451,375,2367,179,2299,144,4286,43,2867,39,6205,5,1803,3,2045,1,X,1030,58,23670,677,39,1704,23786,357,1688,0,0,31,65,188,1126,482,2768,774,12013,586,9502
0000000C20203,전국,혼성 및 재생 플라스틱 소재 물질 제조업,1248,9386,7718,1668,669,2887,578,6498,1,X,0,0,1130,7186,68,1131,50,1069,625,1416,352,2274,184,2361,70,2015,15,1031,2,X,0,0,0,0,0,0,702,47,8290,340,7,983,7886,265,1500,0,0,12,88,96,451,238,1810,460,3331,442,3706
0000000C203,전국,"비료, 농약 및 살균ㆍ살충제 제조업",1935,12531,9667,2864,556,1512,1146,9625,231,1392,2,X,1611,7305,227,3477,97,1749,1212,2404,455,2950,168,2153,71,2054,19,1302,9,1251,1,X,0,0,0,0,565,42,10965,913,46,1569,10853,366,1678,0,0,18,30,145,501,378,1810,721,5266,673,4924
0000000C2031,전국,비료 및 질소 화합물 제조업,1497,8539,6875,1664,441,1241,830,5988,224,1308,2,X,1228,5413,191,1745,78,1381,918,1896,388,2497,135,1738,47,1338,6,375,2,X,1,X,0,0,0,0,450,41,7586,422,40,1219,7339,278,1200,0,0,9,14,104,390,283,1306,538,3443,563,3386
0000000C20311,전국,"질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업",85,612,479,133,21,71,61,528,3,13,0,0,58,281,16,165,11,166,48,99,19,128,7,88,11,297,0,0,0,0,0,0,0,0,0,0,21,0,571,17,3,71,558,14,54,0,0,2,X,3,8,23,118,36,257,21,227
0000000C20312,전국,복합비료 및 기타 화학비료 제조업,347,2383,1979,404,102,210,224,2090,21,83,0,0,299,1104,31,603,17,676,252,468,52,332,24,293,12,339,4,256,2,X,1,X,0,0,0,0,103,8,2136,111,25,283,2088,64,295,0,0,0,0,22,66,68,286,137,1274,120,757
0000000C20313,전국,유기질 비료 및 상토 제조업,1065,5544,4417,1127,318,960,545,3370,200,1212,2,X,871,4028,144,977,50,539,618,1329,317,2037,104,1357,24,702,2,X,0,0,0,0,0,0,0,0,326,33,4879,294,12,865,4693,200,851,0,0,7,12,79,316,192,902,365,1912,422,2402
0000000C2032,전국,살균ㆍ살충제 및 농약 제조업,438,3992,2792,1200,115,271,316,3637,7,84,0,0,383,1892,36,1732,19,368,294,508,67,453,33,415,24,716,13,927,7,973,0,0,0,0,0,0,115,1,3379,491,6,350,3514,88,478,0,0,9,16,41,111,95,504,183,1823,110,1538
0000000C20321,전국,화학 살균ㆍ살충제 및 농업용 약제 제조업,274,3388,2380,1008,54,138,216,3181,4,69,0,0,227,1329,32,1717,15,342,164,289,46,312,24,305,21,638,12,871,7,973,0,0,0,0,0,0,54,0,2894,434,6,219,2987,55,401,0,0,6,12,24,63,53,324,116,1595,75,1394
0000000C20322,전국,생물 살균ㆍ살충제 및 식물보호제 제조업,164,604,412,192,61,133,100,456,3,15,0,0,156,563,4,15,4,26,130,219,21,141,9,110,3,78,1,X,0,0,0,0,0,0,0,0,61,1,485,57,0,131,527,33,77,0,0,3,4,17,48,42,180,67,228,35,144
0000000C204,전국,기타 화학제품 제조업,9004,97610,65722,31888,3421,8457,5496,88329,87,824,0,0,7610,44733,762,26731,632,26146,5642,9901,1428,9195,891,11920,667,20164,230,15905,123,19275,14,5174,9,6076,0,0,3496,117,91145,2642,210,6401,86083,2603,11527,4,4,249,649,1147,5105,2310,17294,3143,40923,2151,33635
0000000C2041,전국,"잉크, 페인트, 코팅제 및 유사제품 제조업",1118,14400,12472,1928,365,1066,751,13331,2,X,0,0,937,6234,88,3870,93,4296,613,1159,217,1416,146,1991,88,2736,29,1968,21,3443,2,X,2,X,0,0,373,11,13747,229,40,935,12789,183,1611,0,0,16,26,69,270,250,2612,407,5551,376,5941
0000000C20411,전국,일반용 도료 및 관련제품 제조업,792,10971,9635,1336,235,637,555,10331,2,X,0,0,650,4029,73,3540,69,3402,436,822,155,1023,100,1342,61,1954,20,1372,16,2771,2,X,2,X,0,0,238,8,10540,181,4,658,9623,134,1348,0,0,12,17,51,216,183,2089,288,4638,258,4011
0000000C20412,전국,요업용 도포제 및 관련제품 제조업,78,485,403,82,32,58,46,427,0,0,0,0,75,416,0,0,3,69,50,87,15,92,6,93,7,213,0,0,0,0,0,0,0,0,0,0,32,2,446,5,0,63,455,15,30,0,0,1,X,4,8,18,133,31,234,24,109
0000000C20413,전국,인쇄 잉크 및 회화용 물감 제조업,248,2944,2434,510,98,371,150,2573,0,0,0,0,212,1789,15,330,21,825,127,250,47,301,40,556,20,569,9,596,5,672,0,0,0,0,0,0,103,1,2761,43,36,214,2711,34,233,0,0,3,8,14,46,49,390,88,679,94,1821
0000000C2042,전국,"세제, 화장품 및 광택제 제조업",5307,45123,22680,22443,2273,5050,2968,39430,66,643,0,0,4644,23902,350,9815,313,11406,3715,6189,705,4504,392,5129,325,9770,109,7632,53,8119,5,1781,3,1999,0,0,2319,83,40752,1831,138,3239,37070,2068,8053,4,4,205,499,905,3859,1528,10133,1717,18919,948,11709
0000000C20421,전국,계면활성제 제조업,307,3137,2604,533,134,359,173,2778,0,0,0,0,252,1358,30,850,25,929,189,342,55,364,22,282,28,899,9,664,4,586,0,0,0,0,0,0,135,0,2966,36,0,252,2739,55,398,0,0,4,6,31,97,46,891,117,1383,109,760
0000000C20422,전국,"치약, 비누 및 기타 세제 제조업",1561,6850,3845,3005,941,1622,573,4650,47,578,0,0,1421,4558,82,1076,58,1216,1259,1873,149,943,74,922,63,1751,14,962,2,X,0,0,0,0,0,0,963,39,5531,304,13,791,5151,770,1699,2,X,68,93,263,727,433,1323,469,2612,326,2093
0000000C20423,전국,화장품 제조업,2845,32958,15015,17943,818,2438,2014,30475,13,45,0,0,2407,16224,222,7692,216,9042,1782,3288,448,2866,258,3415,220,6762,83,5814,46,7033,5,1781,3,1999,0,0,836,29,30590,1386,117,1878,27527,967,5431,2,X,84,345,456,2719,900,7455,978,14097,425,8340
0000000C20424,전국,표면 광택제 및 실내 가향제 제조업,594,2178,1216,962,380,631,208,1527,6,20,0,0,564,1762,16,197,14,219,485,686,53,331,38,510,14,358,3,192,1,X,0,0,0,0,0,0,385,15,1665,105,8,318,1653,276,525,0,0,49,55,155,316,149,464,153,827,88,516
0000000C2049,전국,그 외 기타 화학제품 제조업,2579,38087,30570,7517,783,2341,1777,35568,19,178,0,0,2029,14597,324,13046,226,10444,1314,2553,506,3275,353,4800,254,7658,92,6305,49,7713,7,2720,4,3063,0,0,804,23,36646,582,32,2227,36224,352,1863,0,0,28,124,173,976,532,4549,1019,16453,827,15985
0000000C20491,전국,감광 재료 및 관련 화학제품 제조업,157,2277,1776,501,60,193,90,1956,7,128,0,0,129,996,16,688,12,593,85,161,27,181,20,266,12,400,9,699,4,570,0,0,0,0,0,0,61,4,2179,33,0,129,2144,28,133,0,0,3,11,14,163,48,441,65,1218,27,444
0000000C20492,전국,가공 및 정제염 제조업,90,439,292,147,37,106,48,306,5,27,0,0,76,344,8,29,6,66,55,101,24,147,7,103,4,88,0,0,0,0,0,0,0,0,0,0,38,1,364,34,2,65,344,25,95,0,0,1,X,1,X,12,35,26,131,50,268
0000000C20493,전국,접착제 및 젤라틴 제조업,643,6222,4903,1319,264,800,379,5422,0,0,0,0,558,3543,49,1268,36,1411,351,684,125,783,87,1214,59,1768,17,1239,4,534,0,0,0,0,0,0,273,13,5821,110,5,550,5700,93,522,0,0,6,19,34,84,114,784,239,2289,250,3046
0000000C20494,전국,화약 및 불꽃제품 제조업,28,879,737,142,7,10,21,869,0,0,0,0,18,225,8,630,2,X,11,19,4,31,7,86,2,X,1,X,2,X,1,X,0,0,0,0,7,1,846,25,0,24,857,4,22,0,0,0,0,2,X,5,23,11,655,10,189
0000000C20495,전국,바이오 연료 및 혼합물 제조업,94,719,593,126,13,36,80,682,1,X,0,0,75,409,11,156,8,154,56,105,16,104,9,112,13,398,0,0,0,0,0,0,0,0,0,0,14,1,682,20,2,80,643,14,76,0,0,5,17,8,42,25,207,35,236,21,217
0000000C20499,전국,그 외 기타 분류 안된 화학제품 제조업,1567,27551,22269,5282,402,1196,1159,26333,6,22,0,0,1173,9080,232,10275,162,8196,756,1483,310,2029,223,3019,164,4937,65,4310,39,6364,6,2346,4,3063,0,0,411,3,26754,360,23,1379,26536,188,1015,0,0,13,76,114,671,328,3059,643,11924,469,11821
0000000C205,전국,화학섬유 제조업,259,4940,4368,572,146,683,113,4257,0,0,0,0,232,1643,16,2793,11,504,150,256,38,251,37,479,23,774,1,X,6,872,2,X,2,X,0,0,151,8,4656,125,0,214,4751,45,189,0,0,1,X,10,81,46,291,118,1923,84,2642
0000000C2050,전국,화학섬유 제조업,259,4940,4368,572,146,683,113,4257,0,0,0,0,232,1643,16,2793,11,504,150,256,38,251,37,479,23,774,1,X,6,872,2,X,2,X,0,0,151,8,4656,125,0,214,4751,45,189,0,0,1,X,10,81,46,291,118,1923,84,2642
0000000C20501,전국,합성섬유 제조업,237,4537,4014,523,138,653,99,3884,0,0,0,0,215,1444,15,2791,7,302,138,233,36,237,34,440,20,703,1,X,4,616,2,X,2,X,0,0,143,8,4294,92,0,194,4355,43,182,0,0,1,X,10,81,41,165,108,1716,77,2572
0000000C20502,전국,재생 섬유 제조업,22,403,354,49,8,30,14,373,0,0,0,0,17,199,1,X,4,202,12,23,2,X,3,39,3,71,0,0,2,X,0,0,0,0,0,0,8,0,362,33,0,20,396,2,X,0,0,0,0,0,0,5,126,10,207,7,70
