산업분류코드,행정구역,산업분류명,총사업체수,총종사자수,남자종사자수,여자종사자수,개인사업체수,개인종사자수,회사법인사업체수,회사법인종사자수,회사법인외사업체수,회사법인외종사자수,비법인단체사업체수,비법인단체종사자수,단독사업체사업체수,단독사업체종사자수,공장지사사업체수,공장지사종사자수,공장본점사업체수,공장본점종사자수,사업체수1_4,종사자수1_4,사업체수5_9,종사자수5_9,사업체수10_19,종사자수10_19,사업체수20_49,종사자수20_49,사업체수50_99,종사자수50_99,사업체수100_299,종사자수100_299,사업체수300_499,종사자수300_499,사업체수500_999,종사자수500_999,사업체수1000이상,종사자수100이상,자영업자종사자수,무급가족종사자수,상용근로자수,임시일용근로자수,기타종사자수,대표자남자사업체수,대표자남자종사자수,대표자여자사업체수,대표자여자종사자수,대표자사업체수20세미만,대표자종사자수20세미만,대표자사업체수20_29세,대표자종사자수20세_29세,대표자사업체수30_39세,대표자종사자수30세_39세,대표자사업체수40_49세,대표자종사자수40세_49세,대표자사업체수50_59세,대표자종사자수50세_59세,대표자사업체수60세이상,대표자종사자수60세이상
0000000L68111,전국,주거용 건물 임대업,7411,11020,6255,4765,3353,4117,3786,5552,251,1312,21,39,6024,8030,1142,2481,245,509,7249,9036,110,658,31,443,18,543,1,X,2,X,0,0,0,0,0,0,3398,82,7026,320,194,4387,7093,3024,3927,6,6,103,130,725,877,1818,2357,2195,3923,2564,3727
0000000L68112,전국,비주거용 건물 임대업,72446,119711,79268,40443,34997,45140,32642,63159,4677,11186,130,226,54405,80533,14947,28529,3094,10649,69612,89169,2125,13028,484,6272,169,4918,35,2291,18,2935,3,1098,0,0,0,0,35569,292,78430,3825,1595,51812,90206,20634,29505,157,185,1408,1722,5198,7464,13801,21255,20355,36072,31527,53013
0000000L68119,전국,기타 부동산 임대업,1236,2006,1416,590,486,574,626,1083,117,333,7,16,1007,1537,179,362,50,107,1193,1540,31,196,8,93,3,115,1,X,0,0,0,0,0,0,0,0,489,10,1284,109,114,911,1562,325,444,1,X,6,7,82,127,207,272,346,607,594,992
0000000L6812,전국,부동산 개발 및 공급업,40810,92877,60884,31993,11504,12875,27294,61514,1933,18336,79,152,38542,68399,988,10415,1280,14063,38495,53861,1687,10281,386,4917,155,4495,35,2424,37,7164,10,3988,3,2496,2,X,11620,108,73663,5059,2427,28373,72790,12437,20087,170,398,785,1037,4266,6517,11745,20362,14259,38989,9585,25574
0000000L68121,전국,주거용 건물 개발 및 공급업,23089,44537,28361,16176,7951,8950,13336,28502,1736,6954,66,131,22173,37551,354,4053,562,2933,21896,30366,893,5388,199,2562,77,2204,13,962,8,1403,2,X,1,X,0,0,8017,71,32944,2513,992,15381,32900,7708,11637,71,272,482,624,2640,3902,6739,10952,7620,17589,5537,11198
0000000L68122,전국,비주거용 건물 개발 및 공급업,11384,22328,15054,7274,2319,2495,9003,19671,59,159,3,3,10432,18723,454,1710,498,1895,10732,14942,512,3117,98,1215,28,866,5,283,8,1560,1,X,0,0,0,0,2341,16,18380,1122,469,8343,17397,3041,4931,51,57,206,279,1066,1651,3399,5920,4239,9343,2423,5078
0000000L68129,전국,기타 부동산 개발 및 공급업,6337,26012,17469,8543,1234,1430,4955,13341,138,11223,10,18,5937,12125,180,4652,220,9235,5867,8553,282,1776,89,1140,50,1425,17,1179,21,4201,7,2754,2,X,2,X,1262,21,22339,1424,966,4649,22493,1688,3519,48,69,97,134,560,964,1607,3490,2400,12057,1625,9298
0000000L682,전국,부동산관련 서비스업,167068,448973,278915,170058,112073,135866,30432,179571,16024,102522,8539,31014,153689,308586,11081,95393,2298,44994,144821,193603,14816,95968,5730,73661,1455,40312,132,8910,88,14175,10,3847,11,7545,5,10952,112965,2943,304807,15645,12613,98565,332436,68503,116537,28,92,1816,2907,11297,21195,35423,78194,64433,174142,54071,172443
0000000L6821,전국,부동산 관리업,42839,278667,190228,88439,4544,9387,13850,137067,15936,101240,8509,30973,30935,150747,10242,88253,1662,39667,22572,47997,13495,87866,5336,68558,1231,34083,112,7520,69,11295,9,3452,10,6944,5,10952,4675,43,258345,11226,4378,34399,234719,8440,43948,17,74,154,400,1371,6331,6116,35149,14228,105887,20953,130826
0000000L68211,전국,주거용 부동산 관리업,27539,185503,129866,55637,868,1285,7658,78927,12786,83009,6227,22282,19008,100836,7660,65353,871,19314,12153,27784,10501,68582,4069,51901,744,19853,36,2341,20,3273,7,2596,7,5006,2,X,877,10,174205,6687,3724,22018,154053,5521,31450,1,X,47,97,707,3821,3666,23240,9186,66556,13932,91780
0000000L68212,전국,비주거용 부동산 관리업,15300,93164,60362,32802,3676,8102,6192,58140,3150,18231,2282,8691,11927,49911,2582,22900,791,20353,10419,20213,2994,19284,1267,16657,487,14230,76,5179,49,8022,2,X,3,1938,3,6785,3798,33,84140,4539,654,12381,80666,2919,12498,16,65,107,303,664,2510,2450,11909,5042,39331,7021,39046
0000000L6822,전국,"부동산 중개, 자문 및 감정 평가업",124229,170306,88687,81619,107529,126479,16582,42504,88,1282,30,41,122754,157839,839,7140,636,5327,122249,145606,1321,8102,394,5103,224,6229,20,1390,19,2880,1,X,1,X,0,0,108290,2900,46462,4419,8235,64166,97717,60063,72589,11,18,1662,2507,9926,14864,29307,43045,50205,68255,33118,41617
0000000L68221,전국,부동산 중개 및 대리업,115105,146114,72859,73255,104641,123080,10428,22934,25,80,11,20,114440,143591,275,826,390,1697,113915,134343,903,5433,190,2384,79,2305,13,897,5,752,0,0,0,0,0,0,105379,2872,26552,3806,7505,57697,77833,57408,68281,6,7,1470,2234,8750,12705,26392,34930,47233,58363,31254,37875
0000000L68222,전국,부동산 투자 자문업,7812,13814,8844,4970,2245,2491,5529,11230,19,72,19,21,7554,12957,90,433,168,424,7483,9918,239,1461,59,766,25,684,3,213,2,X,1,X,0,0,0,0,2260,25,10336,526,667,5360,9966,2452,3848,5,11,190,271,1095,1843,2454,4192,2555,5012,1513,2485
0000000L68223,전국,부동산 감정 평가업,1312,10378,6984,3394,643,908,625,8340,44,1130,0,0,760,1291,474,5881,78,3206,851,1345,179,1208,145,1953,120,3240,4,280,12,1751,0,0,1,X,0,0,651,3,9574,87,63,1109,9918,203,460,0,0,2,X,81,316,461,3923,417,4880,351,1257
0000000M,전국,"전문, 과학 및 기술 서비스업(70~73)",232104,1492837,967233,525604,141105,275464,75795,939655,14938,277163,266,555,209079,748711,13817,335066,9208,409060,185022,284924,26380,167869,11274,149026,6164,181179,1748,120239,1045,169884,232,88067,153,103719,86,227930,143159,2251,1281140,54869,11418,173150,1328859,58954,163978,147,204,8427,14876,39648,97699,75709,293117,68114,646065,40059,440876
0000000M70,전국,연구개발업,14470,310681,213906,96775,3702,4862,7711,217648,2921,87950,136,221,11380,80251,2241,174825,849,55605,9687,15337,1842,12030,1272,17310,961,28467,321,22089,245,40844,59,21965,55,36601,28,116038,3731,22,295431,10699,798,11642,295273,2828,15408,11,13,252,974,1279,4935,3951,24015,5664,166006,3313,114738
0000000M701,전국,자연과학 및 공학 연구개발업,10816,282770,199339,83431,2377,3270,6839,213302,1548,66110,52,88,8058,58781,2037,171904,721,52085,6772,11196,1552,10192,1060,14497,819,24442,283,19414,202,34118,49,18410,51,34463,28,116038,2395,18,271893,8215,249,9195,271960,1621,10810,8,10,203,905,929,4253,3016,20812,4329,153397,2331,103393
0000000M7011,전국,자연과학 연구개발업,5522,87071,47631,39440,1019,1430,3484,49538,976,36042,43,61,4230,36823,893,29391,399,20857,3343,5573,818,5371,577,7906,486,14319,158,10754,92,15294,28,10534,15,9904,5,7416,1028,5,81114,4750,174,4515,79533,1007,7538,1,X,81,510,455,2156,1491,10645,2294,53129,1200,20629
0000000M70111,전국,"물리, 화학 및 생물학 연구개발업",1650,29140,18294,10846,392,547,1033,14704,214,13868,11,21,1208,5619,339,14363,103,9158,1102,1774,237,1524,139,1891,89,2600,31,2055,32,5466,9,3450,8,5613,3,4767,396,3,27033,1667,41,1281,26397,369,2743,0,0,37,84,156,456,460,1956,636,18789,361,7855
0000000M70112,전국,농림수산학 및 수의학 연구개발업,836,13872,7733,6139,167,265,322,2598,330,10991,17,18,710,11296,102,1802,24,774,459,734,116,763,105,1435,103,2983,34,2379,13,2166,5,1966,0,0,1,X,168,0,11891,1770,43,722,12776,114,1096,0,0,11,21,51,282,145,885,409,11535,220,1149
0000000M70113,전국,의학 및 약학 연구개발업,2481,37568,17423,20145,294,397,1888,30843,290,6317,9,11,1834,16703,401,11358,246,9507,1362,2364,411,2726,294,4047,274,8220,82,5609,42,6702,11,4013,4,2684,1,X,297,1,36234,965,71,2079,34491,402,3077,0,0,22,388,204,1306,715,7097,1053,19372,487,9405
0000000M70119,전국,기타 자연과학 연구개발업,555,6491,4181,2310,166,221,241,1393,142,4866,6,11,478,3205,51,1868,26,1418,420,701,54,358,39,533,20,516,11,711,5,960,3,1105,3,1607,0,0,167,1,5956,348,19,433,5869,122,622,1,X,11,17,44,112,171,707,196,3433,132,2220
0000000M7012,전국,공학 연구개발업,5050,193333,150018,43315,1309,1785,3201,162681,531,28840,9,27,3627,21049,1114,141662,309,30622,3250,5338,701,4605,464,6336,326,9939,124,8598,107,18342,20,7505,35,24048,23,108622,1318,13,188660,3277,65,4475,190367,575,2966,7,8,113,377,439,1991,1443,9915,1966,99339,1082,81703
0000000M70121,전국,전기ㆍ전자공학 연구개발업,2356,120474,91670,28804,678,865,1537,110765,138,8833,3,11,1734,9826,497,96709,125,13939,1504,2430,330,2178,221,3056,154,4768,59,4051,52,9079,8,2989,12,8147,16,83776,683,6,118542,1224,19,2097,119349,259,1125,2,X,49,177,212,1159,698,4781,966,54181,429,60173
0000000M70129,전국,기타 공학 연구개발업,2694,72859,58348,14511,631,920,1664,51916,393,20007,6,16,1893,11223,617,44953,184,16683,1746,2908,371,2427,243,3280,172,5171,65,4547,55,9263,12,4516,23,15901,7,24846,635,7,70118,2053,46,2378,71018,316,1841,5,5,64,200,227,832,745,5134,1000,45158,653,21530
0000000M7013,전국,자연과학 및 공학 융합 연구개발업,244,2366,1690,676,49,55,154,1083,41,1228,0,0,201,909,30,851,13,606,179,285,33,216,19,255,7,184,1,X,3,482,1,X,1,X,0,0,49,0,2119,188,10,205,2060,39,306,0,0,9,18,35,106,82,252,69,929,49,1061
0000000M70130,전국,자연과학 및 공학 융합 연구개발업,244,2366,1690,676,49,55,154,1083,41,1228,0,0,201,909,30,851,13,606,179,285,33,216,19,255,7,184,1,X,3,482,1,X,1,X,0,0,49,0,2119,188,10,205,2060,39,306,0,0,9,18,35,106,82,252,69,929,49,1061
0000000M702,전국,인문 및 사회과학 연구개발업,3654,27911,14567,13344,1325,1592,872,4346,1373,21840,84,133,3322,21470,204,2921,128,3520,2915,4141,290,1838,212,2813,142,4025,38,2675,43,6726,10,3555,4,2138,0,0,1336,4,23538,2484,549,2447,23313,1207,4598,3,3,49,69,350,682,935,3203,1335,12609,982,11345
0000000M7020,전국,인문 및 사회과학 연구개발업,3654,27911,14567,13344,1325,1592,872,4346,1373,21840,84,133,3322,21470,204,2921,128,3520,2915,4141,290,1838,212,2813,142,4025,38,2675,43,6726,10,3555,4,2138,0,0,1336,4,23538,2484,549,2447,23313,1207,4598,3,3,49,69,350,682,935,3203,1335,12609,982,11345
0000000M70201,전국,경제 및 경영학 연구개발업,606,6832,4056,2776,195,212,164,971,243,5642,4,7,547,4780,38,695,21,1357,433,592,59,375,56,711,31,886,13,900,10,1825,3,1017,1,X,0,0,195,0,6201,387,49,489,6466,117,366,0,0,10,10,41,148,157,609,221,2979,177,3086
0000000M70209,전국,기타 인문 및 사회과학 연구개발업,3048,21079,10511,10568,1130,1380,708,3375,1130,16198,80,126,2775,16690,166,2226,107,2163,2482,3549,231,1463,156,2102,111,3139,25,1775,33,4901,7,2538,3,1612,0,0,1141,4,17337,2097,500,1958,16847,1090,4232,3,3,39,59,309,534,778,2594,1114,9630,805,8259
0000000M71,전국,전문 서비스업,110874,641522,363795,277727,62810,142427,37832,356420,10155,142467,77,208,96752,306580,7792,82595,6330,252347,88262,141846,14516,91446,4644,60180,2150,63294,687,47696,417,67935,97,36676,55,38552,46,93897,63891,638,545801,23882,7310,84256,570667,26618,70855,58,106,3535,6832,19037,51830,34793,146380,31602,266243,21849,170131
0000000M711,전국,법무관련 서비스업,21210,98710,57439,41271,16766,50435,375,1802,4058,46441,11,32,18620,73506,1672,9586,918,15618,16131,32605,3624,22173,979,12774,369,10573,67,4639,30,4442,4,1779,1,X,5,9134,17157,123,79798,1312,320,18838,91636,2372,7074,0,0,88,162,2269,7219,5189,23741,6394,33191,7270,34397
0000000M7110,전국,법무관련 서비스업,21210,98710,57439,41271,16766,50435,375,1802,4058,46441,11,32,18620,73506,1672,9586,918,15618,16131,32605,3624,22173,979,12774,369,10573,67,4639,30,4442,4,1779,1,X,5,9134,17157,123,79798,1312,320,18838,91636,2372,7074,0,0,88,162,2269,7219,5189,23741,6394,33191,7270,34397
0000000M71101,전국,변호사업,7959,53402,30236,23166,5309,19288,45,288,2605,33826,0,0,6243,33722,1118,6986,598,12694,5506,11884,1467,9385,689,9029,232,6636,37,2577,19,2756,3,1410,1,X,5,9134,5524,14,47208,531,125,6774,49717,1185,3685,0,0,13,22,1367,4548,2905,14707,2233,19247,1441,14878
0000000M71102,전국,변리사업,1016,10833,5501,5332,742,4331,57,454,217,6048,0,0,916,9359,60,505,40,969,534,1054,212,1365,138,1853,92,2685,29,1994,10,1513,1,X,0,0,0,0,767,4,9899,143,20,932,10194,84,639,0,0,1,X,111,731,338,3114,308,3758,258,3229
0000000M71103,전국,법무사업,6712,22531,14150,8381,6507,21086,24,147,180,1297,1,X,6577,21608,94,524,41,399,5107,12608,1539,8841,46,526,20,556,0,0,0,0,0,0,0,0,0,0,6625,69,15306,440,91,6256,21175,456,1356,0,0,13,19,153,417,701,2276,2048,6513,3797,13306
0000000M71109,전국,기타 법무관련 서비스업,5523,11944,7552,4392,4208,5730,249,913,1056,5270,10,31,4884,8817,400,1571,239,1556,4984,7059,406,2582,106,1366,25,696,1,X,1,X,0,0,0,0,0,0,4241,36,7385,198,84,4876,10550,647,1394,0,0,61,120,638,1523,1245,3644,1805,3673,1774,2984
0000000M712,전국,회계 및 세무관련 서비스업,15471,104196,42008,62188,10684,43262,355,2505,4423,58405,9,24,10917,54688,3669,26579,885,22929,8165,20910,5769,36257,1165,14527,276,8060,61,3995,25,4132,4,1471,2,X,4,13274,11069,35,91128,1099,865,13679,97253,1792,6943,0,0,117,265,2054,7461,3756,20471,4128,39906,5416,36093
0000000M7120,전국,회계 및 세무관련 서비스업,15471,104196,42008,62188,10684,43262,355,2505,4423,58405,9,24,10917,54688,3669,26579,885,22929,8165,20910,5769,36257,1165,14527,276,8060,61,3995,25,4132,4,1471,2,X,4,13274,11069,35,91128,1099,865,13679,97253,1792,6943,0,0,117,265,2054,7461,3756,20471,4128,39906,5416,36093
0000000M71201,전국,공인회계사업,1671,36114,18769,17345,1039,4469,45,558,587,31087,0,0,1121,14457,387,5639,163,16018,699,1683,521,3374,218,2841,147,4477,52,3425,24,3999,4,1471,2,X,4,13274,1074,2,33900,437,701,1531,35473,140,641,0,0,6,11,159,710,441,4541,639,21014,426,9838
0000000M71202,전국,세무사업,13715,67752,23137,44615,9597,38657,278,1768,3836,27318,4,9,9715,39908,3281,20938,719,6906,7395,19106,5239,32831,945,11658,127,3518,8,506,1,X,0,0,0,0,0,0,9946,32,56979,662,133,12097,61521,1618,6231,0,0,107,250,1888,6737,3286,15825,3454,18706,4980,26234
0000000M71209,전국,기타 회계 관련 서비스업,85,330,102,228,48,136,32,179,0,0,5,15,81,323,1,X,3,5,71,121,9,52,2,X,2,X,1,X,0,0,0,0,0,0,0,0,49,1,249,0,31,51,259,34,71,0,0,4,4,7,14,29,105,35,186,10,21
0000000M713,전국,광고업,29577,97733,50780,46953,18371,27698,10976,69127,224,897,6,11,28654,84313,451,4544,472,8876,25858,35949,2210,14235,904,11866,430,12449,112,7613,47,7525,12,4334,3,2317,1,X,18582,384,71157,5267,2343,20140,74848,9437,22885,28,31,2119,4218,7460,21423,10582,36887,7015,27768,2373,7406
0000000M7131,전국,광고 대행업,18540,71116,35784,35332,10041,14783,8372,55998,126,334,1,X,17892,60250,305,3211,343,7655,15918,21940,1441,9360,684,9013,349,10135,95,6512,37,6060,12,4334,3,2317,1,X,10136,71,55344,3876,1689,12924,55773,5616,15343,23,26,1691,3332,5581,17225,6536,27116,3579,19272,1130,4145
0000000M71310,전국,광고 대행업,18540,71116,35784,35332,10041,14783,8372,55998,126,334,1,X,17892,60250,305,3211,343,7655,15918,21940,1441,9360,684,9013,349,10135,95,6512,37,6060,12,4334,3,2317,1,X,10136,71,55344,3876,1689,12924,55773,5616,15343,23,26,1691,3332,5581,17225,6536,27116,3579,19272,1130,4145
0000000M7139,전국,기타 광고업,11037,26617,14996,11621,8330,12915,2604,13129,98,563,5,10,10762,24063,146,1333,129,1221,9940,14009,769,4875,220,2853,81,2314,17,1101,10,1465,0,0,0,0,0,0,8446,313,15813,1391,654,7216,19075,3821,7542,5,5,428,886,1879,4198,4046,9771,3436,8496,1243,3261
0000000M71391,전국,옥외 및 전시 광고업,1733,4442,3035,1407,1174,2000,518,2337,39,101,2,X,1655,3976,44,193,34,273,1541,2457,133,849,45,589,12,344,1,X,1,X,0,0,0,0,0,0,1193,92,2801,178,178,1325,3446,408,996,1,X,46,73,199,410,602,1535,627,1656,258,767
0000000M71392,전국,광고 매체 판매업,331,1282,676,606,203,302,117,708,11,272,0,0,309,871,15,329,7,82,281,383,28,182,15,199,3,86,3,212,1,X,0,0,0,0,0,0,206,6,971,66,33,234,1034,97,248,1,X,11,13,79,273,93,324,99,327,48,344
0000000M71393,전국,"광고물 문안, 도안, 설계 등 작성업",7684,18203,9767,8436,5954,9060,1695,8997,32,140,3,6,7537,16727,68,644,79,832,6939,9608,523,3308,142,1835,62,1764,11,689,7,999,0,0,0,0,0,0,6040,186,10745,857,375,4805,12725,2879,5478,3,3,295,698,1350,3090,2899,6899,2326,5613,811,1900
0000000M71399,전국,그 외 기타 광고 관련 서비스업,1289,2690,1518,1172,999,1553,274,1087,16,50,0,0,1261,2489,19,167,9,34,1179,1561,85,536,18,230,4,120,2,X,1,X,0,0,0,0,0,0,1007,29,1296,290,68,852,1870,437,820,0,0,76,102,251,425,452,1013,384,900,126,250
0000000M714,전국,시장 조사 및 여론 조사업,1069,8032,3425,4607,432,907,585,6705,52,420,0,0,996,6306,45,374,28,1352,824,1299,108,698,68,911,36,1078,18,1367,13,2040,2,X,0,0,0,0,437,5,6334,761,495,672,5700,397,2332,0,0,25,91,137,291,364,2362,409,3924,134,1364
0000000M7140,전국,시장 조사 및 여론 조사업,1069,8032,3425,4607,432,907,585,6705,52,420,0,0,996,6306,45,374,28,1352,824,1299,108,698,68,911,36,1078,18,1367,13,2040,2,X,0,0,0,0,437,5,6334,761,495,672,5700,397,2332,0,0,25,91,137,291,364,2362,409,3924,134,1364
0000000M71400,전국,시장 조사 및 여론 조사업,1069,8032,3425,4607,432,907,585,6705,52,420,0,0,996,6306,45,374,28,1352,824,1299,108,698,68,911,36,1078,18,1367,13,2040,2,X,0,0,0,0,437,5,6334,761,495,672,5700,397,2332,0,0,25,91,137,291,364,2362,409,3924,134,1364
0000000M715,전국,회사 본부 및 경영 컨설팅 서비스업,42568,309562,201200,108362,16272,19727,25336,275711,917,14012,43,112,36863,81342,1819,39617,3886,188603,36672,50144,2706,17433,1453,19126,941,28046,383,26878,270,44802,68,26004,41,29183,34,67946,16359,86,278979,11690,2448,30171,279379,12397,30183,27,72,1170,2075,6991,15197,14621,57263,13270,147466,6489,87489
0000000M7151,전국,회사 본부,3149,201116,135465,65651,0,0,3023,196458,126,4658,0,0,0,0,917,31865,2232,169251,834,1951,591,3983,568,7628,534,16563,280,19823,213,35579,58,22535,40,28631,31,64423,0,0,195335,5525,256,2844,192097,305,9019,0,0,9,137,111,1653,535,21957,1427,106503,1067,70866
0000000M71511,전국,제조업 회사 본부,2110,147264,105880,41384,0,0,2098,146114,12,1150,0,0,0,0,558,24091,1552,123173,464,1134,379,2588,411,5529,398,12406,208,15008,161,27195,38,14465,29,21719,22,47220,0,0,143941,3137,186,1951,140814,159,6450,0,0,5,46,57,875,307,15083,940,72893,801,58367
0000000M71519,전국,기타 산업 회사본부,1039,53852,29585,24267,0,0,925,50344,114,3508,0,0,0,0,359,7774,680,46078,370,817,212,1395,157,2099,136,4157,72,4815,52,8384,20,8070,11,6912,9,17203,0,0,51394,2388,70,893,51283,146,2569,0,0,4,91,54,778,228,6874,487,33610,266,12499
0000000M7153,전국,경영 컨설팅 및 공공 관계 서비스업,39419,108446,65735,42711,16272,19727,22313,79253,791,9354,43,112,36863,81342,902,7752,1654,19352,35838,48193,2115,13450,885,11498,407,11483,103,7055,57,9223,10,3469,1,X,3,3523,16359,86,83644,6165,2192,27327,87282,12092,21164,27,72,1161,1938,6880,13544,14086,35306,11843,40963,5422,16623
0000000M71531,전국,경영 컨설팅업,38896,105666,64476,41190,16052,19411,22082,77732,727,8428,35,95,36388,79283,871,7538,1637,18845,35431,47616,2056,13063,855,11128,390,11058,97,6646,53,8611,10,3469,1,X,3,3523,16135,85,81305,5986,2155,26969,85080,11927,20586,24,47,1141,1909,6796,13378,13910,34610,11674,39685,5351,16037
0000000M71532,전국,공공관계 서비스업,523,2780,1259,1521,220,316,231,1521,64,926,8,17,475,2059,31,214,17,507,407,577,59,387,30,370,17,425,6,409,4,612,0,0,0,0,0,0,224,1,2339,179,37,358,2202,165,578,3,25,20,29,84,166,176,696,169,1278,71,586
0000000M716,전국,기타 전문 서비스업,979,23289,8943,14346,285,398,205,570,481,22292,8,29,702,6425,136,1895,141,14969,612,939,99,650,75,976,98,3088,46,3204,32,4994,7,2449,8,4891,2,X,287,5,18405,3753,839,756,21851,223,1438,3,3,16,21,126,239,281,5656,386,13988,167,3382
0000000M7160,전국,기타 전문 서비스업,979,23289,8943,14346,285,398,205,570,481,22292,8,29,702,6425,136,1895,141,14969,612,939,99,650,75,976,98,3088,46,3204,32,4994,7,2449,8,4891,2,X,287,5,18405,3753,839,756,21851,223,1438,3,3,16,21,126,239,281,5656,386,13988,167,3382
0000000M71600,전국,기타 전문 서비스업,979,23289,8943,14346,285,398,205,570,481,22292,8,29,702,6425,136,1895,141,14969,612,939,99,650,75,976,98,3088,46,3204,32,4994,7,2449,8,4891,2,X,287,5,18405,3753,839,756,21851,223,1438,3,3,16,21,126,239,281,5656,386,13988,167,3382
0000000M72,전국,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",53034,422025,329812,92213,29815,57473,21977,323861,1230,40632,12,59,48585,255591,2865,71059,1584,95375,37532,62150,7272,47174,4471,59912,2615,76769,657,44683,361,58013,73,28229,41,27100,12,17995,30210,382,375057,15157,1219,44106,378427,8928,43598,6,8,498,1583,4291,13443,18096,77209,20131,184346,10012,145436
0000000M721,전국,"건축 기술, 엔지니어링 및 관련 기술 서비스업",41149,299819,237314,62505,24311,46223,16616,249018,213,4565,9,13,38754,189226,1328,38822,1067,71771,30591,50653,5426,34722,2782,37045,1595,47090,421,28835,229,37945,58,22445,35,23089,12,17995,24622,278,262706,11395,818,33943,267865,7206,31954,6,8,364,1131,3333,10070,14131,55904,15727,124409,7588,108297
0000000M7211,전국,건축 및 조경 설계 서비스업,21510,116281,86904,29377,14198,28726,7203,86384,100,1158,9,13,20831,86125,369,6858,310,23298,16963,30043,2958,18444,977,12817,400,11814,108,7553,61,10473,24,9776,14,9060,5,6301,14393,139,97178,4327,244,17889,104163,3621,12118,0,0,118,315,1762,4020,6926,22420,8418,48386,4286,41140
0000000M72111,전국,건축 설계 및 관련 서비스업,19588,106968,80810,26158,13339,26810,6237,80099,10,55,2,X,19049,78449,293,5899,246,22620,15649,27612,2550,15821,840,11064,346,10231,102,7169,58,9934,24,9776,14,9060,5,6301,13512,127,89345,3788,196,16543,97147,3045,9821,0,0,103,282,1555,3358,6107,19159,7791,44735,4032,39434
0000000M72112,전국,도시 계획 및 조경 설계 서비스업,1922,9313,6094,3219,859,1916,966,6285,90,1103,7,9,1782,7676,76,959,64,678,1314,2431,408,2623,137,1753,54,1583,6,384,3,539,0,0,0,0,0,0,881,12,7833,539,48,1346,7016,576,2297,0,0,15,33,207,662,819,3261,627,3651,254,1706
0000000M7212,전국,엔지니어링 서비스업,19639,183538,150410,33128,10113,17497,9413,162634,113,3407,0,0,17923,103101,959,31964,757,48473,13628,20610,2468,16278,1805,24228,1195,35276,313,21282,168,27472,34,12669,21,14029,7,11694,10229,139,165528,7068,574,16054,163702,3585,19836,6,8,246,816,1571,6050,7205,33484,7309,76023,3302,67157
0000000M72121,전국,건물 및 토목 엔지니어링 서비스업,7604,86291,71916,14375,3609,6140,3975,79683,20,468,0,0,6828,42042,413,16157,363,28092,5016,8079,1075,7080,742,9898,538,16055,128,8635,66,11435,19,7027,16,11146,4,6936,3664,48,78711,3612,256,6196,76721,1408,9570,2,X,62,301,483,2166,3042,15804,2885,34583,1130,33435
0000000M72122,전국,환경 관련 엔지니어링 서비스업,1961,17864,12521,5343,594,1029,1313,14855,54,1980,0,0,1687,10559,148,3531,126,3774,1196,1966,312,2078,259,3404,137,3801,37,2667,19,3140,0,0,1,X,0,0,599,7,16690,490,78,1506,15358,455,2506,1,X,23,82,187,863,660,4396,757,8445,333,4077
